file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,227,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,15
style.css,228,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,47
style.css,229,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
style.css,230,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
style.css,231,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
style.css,232,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,52
style.css,233,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,12
style.css,234,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
style.css,235,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
style.css,236,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,10
style.css,237,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,27
style.css,238,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
style.css,239,css,072cfa73,suhaider,2025-05-03,23:04:15,-07:00,2025-05-03T23:04:15-07:00,0,0
